Name	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
SAL_YC0915AA_AS	NA	SAL_YC0915AA_AS_NODE_6_length_365526_cov_16.821863	192930	193625	+	lpfB	long polar fimbrial chaperone LpfB	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	232	232	100.00	99.57	232	WXV87835.1	long polar fimbrial chaperone LpfB	NA	NA
Name	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
SAL_YC0921AA_AS	NA	SAL_YC0921AA_AS_NODE_16_length_115972_cov_18.799836	59244	59939	-	lpfB	long polar fimbrial chaperone LpfB	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	232	232	100.00	99.57	232	WXV87835.1	long polar fimbrial chaperone LpfB	NA	NA
SAL_YC0921AA_AS	NA	SAL_YC0921AA_AS_NODE_1_length_455296_cov_14.869143	99921	103085	-	mdsB	multidrug efflux RND transporter permease subunit MdsB	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	1055	1055	100.00	99.62	1055	AAL19305.1	multidrug efflux RND transporter permease subunit MdsB	NA	NA
SAL_YC0921AA_AS	NA	SAL_YC0921AA_AS_NODE_1_length_455296_cov_14.869143	103085	104308	-	mdsA	multidrug efflux RND transporter periplasmic adaptor subunit MdsA	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	408	408	100.00	98.28	408	AAL19306.1	multidrug efflux RND transporter periplasmic adaptor subunit MdsA	NA	NA
SAL_YC0921AA_AS	NA	SAL_YC0921AA_AS_NODE_1_length_455296_cov_14.869143	104585	106870	+	golT	gold/copper-translocating P-type ATPase GolT	plus	STRESS	METAL	COPPER/GOLD	COPPER/GOLD	BLASTX	762	762	100.00	99.61	762	AAL19307.1	gold/copper-translocating P-type ATPase GolT	NA	NA
SAL_YC0921AA_AS	NA	SAL_YC0921AA_AS_NODE_1_length_455296_cov_14.869143	106885	107346	+	golS	Au(I) sensor transcriptional regulator GolS	plus	STRESS	METAL	GOLD	GOLD	EXACTX	154	154	100.00	100.00	154	AAL19308.1	Au(I) sensor transcriptional regulator GolS	NA	NA
SAL_YC0921AA_AS	NA	SAL_YC0921AA_AS_NODE_3_length_393587_cov_14.262268	97479	99668	+	sinH	intimin-like inverse autotransporter SinH	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	730	730	100.00	99.86	730	AAL21411.1	intimin-like inverse autotransporter SinH	NA	NA
SAL_YC0921AA_AS	NA	SAL_YC0921AA_AS_NODE_5_length_296141_cov_13.351494	4254	6617	+	sspH2	SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	788	788	100.00	99.24	788	QJV46475.1	SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2	NA	NA
SAL_YC0921AA_AS	NA	SAL_YC0921AA_AS_NODE_5_length_296141_cov_13.351494	105343	106386	-	sseK2	type III secretion system effector arginine glycosyltransferase SseK2	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	348	348	100.00	99.43	348	AAL21040.1	type III secretion system effector arginine glycosyltransferase SseK2	NA	NA
SAL_YC0921AA_AS	NA	SAL_YC0921AA_AS_NODE_6_length_277224_cov_12.676240	199107	199637	+	sodC1	superoxide dismutase [Cu-Zn] SodC1	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	177	177	100.00	100.00	177	AAL19978.1	superoxide dismutase [Cu-Zn] SodC1	NA	NA
SAL_YC0921AA_AS	NA	SAL_YC0921AA_AS_NODE_6_length_277224_cov_12.676240	216228	216911	+	gtgA	type III secretion system effector protease GtgA	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	228	228	100.00	99.56	228	CBW17061.1	type III secretion system effector protease GtgA	NA	NA
SAL_YC0921AA_AS	NA	SAL_YC0921AA_AS_NODE_9_length_206293_cov_15.721191	35431	37485	+	invA	type III secretion system export apparatus protein InvA	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	685	685	100.00	99.85	685	WXW86397.1	type III secretion system export apparatus protein InvA	NA	NA
SAL_YC0921AA_AS	NA	SAL_YC0921AA_AS_NODE_9_length_206293_cov_15.721191	65081	65986	+	avrA	type III secretion system YopJ family effector AvrA	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	302	302	100.00	99.67	302	AAL21745.1	type III secretion system YopJ family effector AvrA	NA	NA
SAL_YC0921AA_AS	NA	SAL_YC0921AA_AS_NODE_9_length_206293_cov_15.721191	154556	158182	-	iroC	salmochelin/enterobactin export ABC transporter IroC	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	1209	1219	98.85	79.92	1210	AUH19662.1	salmochelin/enterobactin export ABC transporter IroC	NA	NA
SAL_YC0921AA_AS	NA	SAL_YC0921AA_AS_NODE_9_length_206293_cov_15.721191	158266	159378	-	iroB	salmochelin biosynthesis C-glycosyltransferase IroB	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	371	371	100.00	85.98	371	EOW04219.1	salmochelin biosynthesis C-glycosyltransferase IroB	NA	NA
Name	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
SAL_YC0898AA_AS	NA	SAL_YC0898AA_AS_NODE_12_length_84637_cov_18.574618	65016	65663	+	spvD	SPI-2 type III secretion system effector cysteine hydrolase SpvD	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	216	216	100.00	99.07	216	AAG59626.1	SPI-2 type III secretion system effector cysteine hydrolase SpvD	NA	NA
SAL_YC0898AA_AS	NA	SAL_YC0898AA_AS_NODE_1_length_1547953_cov_12.194700	4336	6699	+	sspH2	SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	788	788	100.00	99.11	788	QJV46475.1	SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2	NA	NA
SAL_YC0898AA_AS	NA	SAL_YC0898AA_AS_NODE_1_length_1547953_cov_12.194700	321456	322460	-	sseK3	type III secretion system effector arginine glycosyltransferase SseK3	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	335	335	100.00	100.00	335	CBW18025.1	type III secretion system effector arginine glycosyltransferase SseK3	NA	NA
SAL_YC0898AA_AS	NA	SAL_YC0898AA_AS_NODE_1_length_1547953_cov_12.194700	1101738	1102268	+	sodC1	superoxide dismutase [Cu-Zn] SodC1	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	177	177	100.00	100.00	177	AAL19978.1	superoxide dismutase [Cu-Zn] SodC1	NA	NA
SAL_YC0898AA_AS	NA	SAL_YC0898AA_AS_NODE_1_length_1547953_cov_12.194700	1104704	1105387	+	gtgA	type III secretion system effector protease GtgA	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	228	228	100.00	99.56	228	CBW17061.1	type III secretion system effector protease GtgA	NA	NA
SAL_YC0898AA_AS	NA	SAL_YC0898AA_AS_NODE_2_length_688920_cov_15.963140	523813	525867	+	invA	type III secretion system export apparatus protein InvA	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	685	685	100.00	100.00	685	WXW86397.1	type III secretion system export apparatus protein InvA	NA	NA
SAL_YC0898AA_AS	NA	SAL_YC0898AA_AS_NODE_2_length_688920_cov_15.963140	553465	554367	+	avrA	type III secretion system YopJ family effector AvrA	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	301	302	99.67	99.67	301	AAL21745.1	type III secretion system YopJ family effector AvrA	NA	NA
SAL_YC0898AA_AS	NA	SAL_YC0898AA_AS_NODE_2_length_688920_cov_15.963140	642941	646567	-	iroC	salmochelin/enterobactin export ABC transporter IroC	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	1209	1219	98.85	79.85	1211	AUH19662.1	salmochelin/enterobactin export ABC transporter IroC	NA	NA
SAL_YC0898AA_AS	NA	SAL_YC0898AA_AS_NODE_2_length_688920_cov_15.963140	646651	647763	-	iroB	salmochelin biosynthesis C-glycosyltransferase IroB	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	371	371	100.00	86.52	371	EOW04219.1	salmochelin biosynthesis C-glycosyltransferase IroB	NA	NA
SAL_YC0898AA_AS	NA	SAL_YC0898AA_AS_NODE_3_length_421931_cov_14.671084	74009	77173	-	mdsB	multidrug efflux RND transporter permease subunit MdsB	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	1055	1055	100.00	99.81	1055	AAL19305.1	multidrug efflux RND transporter permease subunit MdsB	NA	NA
SAL_YC0898AA_AS	NA	SAL_YC0898AA_AS_NODE_3_length_421931_cov_14.671084	77173	78396	-	mdsA	multidrug efflux RND transporter periplasmic adaptor subunit MdsA	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	408	408	100.00	98.28	408	AAL19306.1	multidrug efflux RND transporter periplasmic adaptor subunit MdsA	NA	NA
SAL_YC0898AA_AS	NA	SAL_YC0898AA_AS_NODE_3_length_421931_cov_14.671084	78673	80958	+	golT	gold/copper-translocating P-type ATPase GolT	plus	STRESS	METAL	COPPER/GOLD	COPPER/GOLD	BLASTX	762	762	100.00	99.61	762	AAL19307.1	gold/copper-translocating P-type ATPase GolT	NA	NA
SAL_YC0898AA_AS	NA	SAL_YC0898AA_AS_NODE_3_length_421931_cov_14.671084	80973	81434	+	golS	Au(I) sensor transcriptional regulator GolS	plus	STRESS	METAL	GOLD	GOLD	EXACTX	154	154	100.00	100.00	154	AAL19308.1	Au(I) sensor transcriptional regulator GolS	NA	NA
SAL_YC0898AA_AS	NA	SAL_YC0898AA_AS_NODE_4_length_406296_cov_18.018027	226806	227501	-	lpfB	long polar fimbrial chaperone LpfB	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	232	232	100.00	100.00	232	WXV87835.1	long polar fimbrial chaperone LpfB	NA	NA
SAL_YC0898AA_AS	NA	SAL_YC0898AA_AS_NODE_5_length_401227_cov_13.637876	301985	303916	-	sinH	intimin-like inverse autotransporter SinH	plus	VIRULENCE	VIRULENCE	NA	NA	PARTIALX	644	730	88.22	99.84	644	AAL21411.1	intimin-like inverse autotransporter SinH	NA	NA
Name	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
SAL_YC0919AA_AS	NA	SAL_YC0919AA_AS_NODE_14_length_21653_cov_15.527966	15777	16307	-	sodC1	superoxide dismutase [Cu-Zn] SodC1	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	177	177	100.00	100.00	177	AAL19978.1	superoxide dismutase [Cu-Zn] SodC1	NA	NA
SAL_YC0919AA_AS	NA	SAL_YC0919AA_AS_NODE_17_length_9565_cov_14.287667	3	398	+	gtgA	type III secretion system effector protease GtgA	plus	VIRULENCE	VIRULENCE	NA	NA	PARTIAL_CONTIG_ENDX	132	228	57.89	100.00	132	CBW17061.1	type III secretion system effector protease GtgA	NA	NA
SAL_YC0919AA_AS	NA	SAL_YC0919AA_AS_NODE_1_length_1242790_cov_13.419294	4254	6617	+	sspH2	SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	788	788	100.00	99.24	788	QJV46475.1	SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2	NA	NA
SAL_YC0919AA_AS	NA	SAL_YC0919AA_AS_NODE_1_length_1242790_cov_13.419294	105343	106386	-	sseK2	type III secretion system effector arginine glycosyltransferase SseK2	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	348	348	100.00	99.43	348	AAL21040.1	type III secretion system effector arginine glycosyltransferase SseK2	NA	NA
SAL_YC0919AA_AS	NA	SAL_YC0919AA_AS_NODE_2_length_727100_cov_18.009705	47258	48370	+	iroB	salmochelin biosynthesis C-glycosyltransferase IroB	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	371	371	100.00	85.98	371	EOW04219.1	salmochelin biosynthesis C-glycosyltransferase IroB	NA	NA
SAL_YC0919AA_AS	NA	SAL_YC0919AA_AS_NODE_2_length_727100_cov_18.009705	48454	52080	+	iroC	salmochelin/enterobactin export ABC transporter IroC	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	1209	1219	98.85	79.92	1210	AUH19662.1	salmochelin/enterobactin export ABC transporter IroC	NA	NA
SAL_YC0919AA_AS	NA	SAL_YC0919AA_AS_NODE_2_length_727100_cov_18.009705	140650	141555	-	avrA	type III secretion system YopJ family effector AvrA	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	302	302	100.00	99.67	302	AAL21745.1	type III secretion system YopJ family effector AvrA	NA	NA
SAL_YC0919AA_AS	NA	SAL_YC0919AA_AS_NODE_2_length_727100_cov_18.009705	169151	171205	-	invA	type III secretion system export apparatus protein InvA	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	685	685	100.00	99.85	685	WXW86397.1	type III secretion system export apparatus protein InvA	NA	NA
SAL_YC0919AA_AS	NA	SAL_YC0919AA_AS_NODE_4_length_454981_cov_16.421656	99613	102777	-	mdsB	multidrug efflux RND transporter permease subunit MdsB	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	1055	1055	100.00	99.62	1055	AAL19305.1	multidrug efflux RND transporter permease subunit MdsB	NA	NA
SAL_YC0919AA_AS	NA	SAL_YC0919AA_AS_NODE_4_length_454981_cov_16.421656	102777	104000	-	mdsA	multidrug efflux RND transporter periplasmic adaptor subunit MdsA	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	408	408	100.00	98.28	408	AAL19306.1	multidrug efflux RND transporter periplasmic adaptor subunit MdsA	NA	NA
SAL_YC0919AA_AS	NA	SAL_YC0919AA_AS_NODE_4_length_454981_cov_16.421656	104277	106562	+	golT	gold/copper-translocating P-type ATPase GolT	plus	STRESS	METAL	COPPER/GOLD	COPPER/GOLD	BLASTX	762	762	100.00	99.61	762	AAL19307.1	gold/copper-translocating P-type ATPase GolT	NA	NA
SAL_YC0919AA_AS	NA	SAL_YC0919AA_AS_NODE_4_length_454981_cov_16.421656	106577	107038	+	golS	Au(I) sensor transcriptional regulator GolS	plus	STRESS	METAL	GOLD	GOLD	EXACTX	154	154	100.00	100.00	154	AAL19308.1	Au(I) sensor transcriptional regulator GolS	NA	NA
SAL_YC0919AA_AS	NA	SAL_YC0919AA_AS_NODE_5_length_401833_cov_20.387129	220135	220830	-	lpfB	long polar fimbrial chaperone LpfB	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	232	232	100.00	99.57	232	WXV87835.1	long polar fimbrial chaperone LpfB	NA	NA
SAL_YC0919AA_AS	NA	SAL_YC0919AA_AS_NODE_6_length_381194_cov_15.338145	85086	87275	+	sinH	intimin-like inverse autotransporter SinH	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	730	730	100.00	99.86	730	AAL21411.1	intimin-like inverse autotransporter SinH	NA	NA
Name	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
SAL_YC2669AA_AS	NA	SAL_YC2669AA_AS_NODE_16_length_21653_cov_15.312599	15777	16307	-	sodC1	superoxide dismutase [Cu-Zn] SodC1	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	177	177	100.00	100.00	177	AAL19978.1	superoxide dismutase [Cu-Zn] SodC1	NA	NA
SAL_YC2669AA_AS	NA	SAL_YC2669AA_AS_NODE_19_length_9565_cov_14.333863	3	398	+	gtgA	type III secretion system effector protease GtgA	plus	VIRULENCE	VIRULENCE	NA	NA	PARTIAL_CONTIG_ENDX	132	228	57.89	100.00	132	CBW17061.1	type III secretion system effector protease GtgA	NA	NA
SAL_YC2669AA_AS	NA	SAL_YC2669AA_AS_NODE_1_length_1218842_cov_13.135182	1112457	1113500	+	sseK2	type III secretion system effector arginine glycosyltransferase SseK2	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	348	348	100.00	99.43	348	AAL21040.1	type III secretion system effector arginine glycosyltransferase SseK2	NA	NA
SAL_YC2669AA_AS	NA	SAL_YC2669AA_AS_NODE_1_length_1218842_cov_13.135182	1212226	1214589	-	sspH2	SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	788	788	100.00	99.24	788	QJV46475.1	SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2	NA	NA
SAL_YC2669AA_AS	NA	SAL_YC2669AA_AS_NODE_3_length_612656_cov_15.937915	505414	505875	-	golS	Au(I) sensor transcriptional regulator GolS	plus	STRESS	METAL	GOLD	GOLD	EXACTX	154	154	100.00	100.00	154	AAL19308.1	Au(I) sensor transcriptional regulator GolS	NA	NA
SAL_YC2669AA_AS	NA	SAL_YC2669AA_AS_NODE_3_length_612656_cov_15.937915	505890	508175	-	golT	gold/copper-translocating P-type ATPase GolT	plus	STRESS	METAL	COPPER/GOLD	COPPER/GOLD	BLASTX	762	762	100.00	99.61	762	AAL19307.1	gold/copper-translocating P-type ATPase GolT	NA	NA
SAL_YC2669AA_AS	NA	SAL_YC2669AA_AS_NODE_3_length_612656_cov_15.937915	508452	509675	+	mdsA	multidrug efflux RND transporter periplasmic adaptor subunit MdsA	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	408	408	100.00	98.28	408	AAL19306.1	multidrug efflux RND transporter periplasmic adaptor subunit MdsA	NA	NA
SAL_YC2669AA_AS	NA	SAL_YC2669AA_AS_NODE_3_length_612656_cov_15.937915	509675	512839	+	mdsB	multidrug efflux RND transporter permease subunit MdsB	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	1055	1055	100.00	99.62	1055	AAL19305.1	multidrug efflux RND transporter permease subunit MdsB	NA	NA
SAL_YC2669AA_AS	NA	SAL_YC2669AA_AS_NODE_4_length_452191_cov_17.710817	280987	283041	+	invA	type III secretion system export apparatus protein InvA	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	685	685	100.00	99.85	685	WXW86397.1	type III secretion system export apparatus protein InvA	NA	NA
SAL_YC2669AA_AS	NA	SAL_YC2669AA_AS_NODE_4_length_452191_cov_17.710817	310637	311542	+	avrA	type III secretion system YopJ family effector AvrA	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	302	302	100.00	99.67	302	AAL21745.1	type III secretion system YopJ family effector AvrA	NA	NA
SAL_YC2669AA_AS	NA	SAL_YC2669AA_AS_NODE_4_length_452191_cov_17.710817	400112	403738	-	iroC	salmochelin/enterobactin export ABC transporter IroC	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	1209	1219	98.85	79.92	1210	AUH19662.1	salmochelin/enterobactin export ABC transporter IroC	NA	NA
SAL_YC2669AA_AS	NA	SAL_YC2669AA_AS_NODE_4_length_452191_cov_17.710817	403822	404934	-	iroB	salmochelin biosynthesis C-glycosyltransferase IroB	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	371	371	100.00	85.98	371	EOW04219.1	salmochelin biosynthesis C-glycosyltransferase IroB	NA	NA
SAL_YC2669AA_AS	NA	SAL_YC2669AA_AS_NODE_5_length_401833_cov_21.043166	220135	220830	-	lpfB	long polar fimbrial chaperone LpfB	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	232	232	100.00	99.57	232	WXV87835.1	long polar fimbrial chaperone LpfB	NA	NA
SAL_YC2669AA_AS	NA	SAL_YC2669AA_AS_NODE_6_length_381194_cov_15.486865	85086	87275	+	sinH	intimin-like inverse autotransporter SinH	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	730	730	100.00	99.86	730	AAL21411.1	intimin-like inverse autotransporter SinH	NA	NA
Name	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
SAL_YC0966AA_AS	NA	SAL_YC0966AA_AS_NODE_10_length_84560_cov_20.190139	18975	19622	-	spvD	SPI-2 type III secretion system effector cysteine hydrolase SpvD	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	216	216	100.00	99.07	216	AAG59626.1	SPI-2 type III secretion system effector cysteine hydrolase SpvD	NA	NA
SAL_YC0966AA_AS	NA	SAL_YC0966AA_AS_NODE_1_length_1548692_cov_13.807313	4336	6699	+	sspH2	SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	788	788	100.00	99.11	788	QJV46475.1	SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2	NA	NA
SAL_YC0966AA_AS	NA	SAL_YC0966AA_AS_NODE_1_length_1548692_cov_13.807313	321456	322460	-	sseK3	type III secretion system effector arginine glycosyltransferase SseK3	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	335	335	100.00	100.00	335	CBW18025.1	type III secretion system effector arginine glycosyltransferase SseK3	NA	NA
SAL_YC0966AA_AS	NA	SAL_YC0966AA_AS_NODE_1_length_1548692_cov_13.807313	1101737	1102267	+	sodC1	superoxide dismutase [Cu-Zn] SodC1	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	177	177	100.00	100.00	177	AAL19978.1	superoxide dismutase [Cu-Zn] SodC1	NA	NA
SAL_YC0966AA_AS	NA	SAL_YC0966AA_AS_NODE_1_length_1548692_cov_13.807313	1104703	1105386	+	gtgA	type III secretion system effector protease GtgA	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	228	228	100.00	99.56	228	CBW17061.1	type III secretion system effector protease GtgA	NA	NA
SAL_YC0966AA_AS	NA	SAL_YC0966AA_AS_NODE_2_length_877491_cov_17.492963	706004	708058	+	invA	type III secretion system export apparatus protein InvA	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	685	685	100.00	100.00	685	WXW86397.1	type III secretion system export apparatus protein InvA	NA	NA
SAL_YC0966AA_AS	NA	SAL_YC0966AA_AS_NODE_2_length_877491_cov_17.492963	735656	736558	+	avrA	type III secretion system YopJ family effector AvrA	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	301	302	99.67	99.67	301	AAL21745.1	type III secretion system YopJ family effector AvrA	NA	NA
SAL_YC0966AA_AS	NA	SAL_YC0966AA_AS_NODE_2_length_877491_cov_17.492963	825217	828843	-	iroC	salmochelin/enterobactin export ABC transporter IroC	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	1209	1219	98.85	79.85	1211	AUH19662.1	salmochelin/enterobactin export ABC transporter IroC	NA	NA
SAL_YC0966AA_AS	NA	SAL_YC0966AA_AS_NODE_2_length_877491_cov_17.492963	828927	830039	-	iroB	salmochelin biosynthesis C-glycosyltransferase IroB	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	371	371	100.00	86.52	371	EOW04219.1	salmochelin biosynthesis C-glycosyltransferase IroB	NA	NA
SAL_YC0966AA_AS	NA	SAL_YC0966AA_AS_NODE_3_length_421912_cov_16.268378	340494	340955	-	golS	Au(I) sensor transcriptional regulator GolS	plus	STRESS	METAL	GOLD	GOLD	EXACTX	154	154	100.00	100.00	154	AAL19308.1	Au(I) sensor transcriptional regulator GolS	NA	NA
SAL_YC0966AA_AS	NA	SAL_YC0966AA_AS_NODE_3_length_421912_cov_16.268378	340970	343255	-	golT	gold/copper-translocating P-type ATPase GolT	plus	STRESS	METAL	COPPER/GOLD	COPPER/GOLD	BLASTX	762	762	100.00	99.61	762	AAL19307.1	gold/copper-translocating P-type ATPase GolT	NA	NA
SAL_YC0966AA_AS	NA	SAL_YC0966AA_AS_NODE_3_length_421912_cov_16.268378	343532	344755	+	mdsA	multidrug efflux RND transporter periplasmic adaptor subunit MdsA	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	408	408	100.00	98.28	408	AAL19306.1	multidrug efflux RND transporter periplasmic adaptor subunit MdsA	NA	NA
SAL_YC0966AA_AS	NA	SAL_YC0966AA_AS_NODE_3_length_421912_cov_16.268378	344755	347919	+	mdsB	multidrug efflux RND transporter permease subunit MdsB	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	1055	1055	100.00	99.81	1055	AAL19305.1	multidrug efflux RND transporter permease subunit MdsB	NA	NA
SAL_YC0966AA_AS	NA	SAL_YC0966AA_AS_NODE_4_length_406297_cov_20.027720	178797	179492	+	lpfB	long polar fimbrial chaperone LpfB	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	232	232	100.00	100.00	232	WXV87835.1	long polar fimbrial chaperone LpfB	NA	NA
SAL_YC0966AA_AS	NA	SAL_YC0966AA_AS_NODE_5_length_401379_cov_15.383599	302137	304068	-	sinH	intimin-like inverse autotransporter SinH	plus	VIRULENCE	VIRULENCE	NA	NA	PARTIALX	644	730	88.22	99.84	644	AAL21411.1	intimin-like inverse autotransporter SinH	NA	NA
Name	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
SAL_YC2672AA_AS	NA	SAL_YC2672AA_AS_NODE_15_length_50277_cov_10.553639	4254	6617	+	sspH2	SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	788	788	100.00	99.24	788	QJV46475.1	SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2	NA	NA
SAL_YC2672AA_AS	NA	SAL_YC2672AA_AS_NODE_1_length_1111185_cov_9.428473	929978	930508	+	sodC1	superoxide dismutase [Cu-Zn] SodC1	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	177	177	100.00	100.00	177	AAL19978.1	superoxide dismutase [Cu-Zn] SodC1	NA	NA
SAL_YC2672AA_AS	NA	SAL_YC2672AA_AS_NODE_1_length_1111185_cov_9.428473	947099	947782	+	gtgA	type III secretion system effector protease GtgA	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	228	228	100.00	99.56	228	CBW17061.1	type III secretion system effector protease GtgA	NA	NA
SAL_YC2672AA_AS	NA	SAL_YC2672AA_AS_NODE_3_length_694524_cov_12.894517	47087	48199	+	iroB	salmochelin biosynthesis C-glycosyltransferase IroB	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	371	371	100.00	85.98	371	EOW04219.1	salmochelin biosynthesis C-glycosyltransferase IroB	NA	NA
SAL_YC2672AA_AS	NA	SAL_YC2672AA_AS_NODE_3_length_694524_cov_12.894517	48283	51909	+	iroC	salmochelin/enterobactin export ABC transporter IroC	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	1209	1219	98.85	79.92	1210	AUH19662.1	salmochelin/enterobactin export ABC transporter IroC	NA	NA
