Uberstrain	Name	"Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Bases;Average Length;Status)"	Barcode	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Serovar	Subspecies	Disease	Antigenic Formulas	Phage Type	Lab Contact	Comment	Bio Project ID	Project ID	Sample ID	Secondary Sample ID	Date Entered	Release Date	SISTR1 Serovar	SISTR1 Serogroup	SISTR1 H1	SISTR1 H2	SeqSero2 Serovar	SeqSero2 Serogroup	SeqSero2 H1	SeqSero2 H2	ST	eBG	Serotype (Predicted)	Lineage	Subspecies	aroC	dnaN	hemD	hisD	purE	sucA	thrA	cgST	HC0 (indistinguishable)	HC2	HC5	HC10	HC20	HC50	HC100	HC200	HC400	HC900 (ceBG)	HC2000 (Super-lineage)	HC2600	HC2850 (subsp.)	Status	Coverage	N50	Length	Species	Contig Number(>=200 bp)	Low Quality Bases	Version	Assembly Barcode
SAL_QB6868AA	PPA20-32	"SRR23126407;ILLUMINA;Paired;;SRX19077314;;;SRA"	SAL_QB6868AA	Animal Feed	ND/Others	Raw pet food	2021				South America	Chile												New York State GenomeTrakr		PRJNA183850	SRP028607	SAMN32799929	SRS16492274	20-01-2023	19-01-2023	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	346448	346448	346448	346448	47605	343	36	36	36	36	36	36	2	2	Assembled	78	204015	4972811	"Salmonella enterica;100.0%"	60	604	5	SAL_ZC7003AA_AS
SAL_QB6869AA	PPA20-28-B	"SRR23126408;ILLUMINA;Paired;;SRX19077313;;;SRA"	SAL_QB6869AA	Animal Feed	ND/Others	Raw pet food	2021				South America	Chile												New York State GenomeTrakr		PRJNA183850	SRP028607	SAMN32799928	SRS16492273	20-01-2023	19-01-2023	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	346441	346441	346441	346441	47605	343	36	36	36	36	36	36	2	2	Assembled	103	245776	4980245	"Salmonella enterica;100.0%"	59	731	5	SAL_ZC7004AA_AS
SAL_QB6870AA	PPA20-24	"SRR23126409;ILLUMINA;Paired;;SRX19077312;;;SRA"	SAL_QB6870AA	Animal Feed	ND/Others	Raw pet food	2021				South America	Chile												New York State GenomeTrakr		PRJNA183850	SRP028607	SAMN32799927	SRS16492272	20-01-2023	19-01-2023	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	346435	346435	346435	346435	346435	343	36	36	36	36	36	36	2	2	Assembled	84	194246	4968857	"Salmonella enterica;97.68%"	58	590	5	SAL_ZC7005AA_AS
SAL_QB6871AA	PPA20-22-B	"SRR23126410;ILLUMINA;Paired;;SRX19077311;;;SRA"	SAL_QB6871AA	Animal Feed	ND/Others	Raw pet food	2021				South America	Chile												New York State GenomeTrakr		PRJNA183850	SRP028607	SAMN32799926	SRS16492271	20-01-2023	19-01-2023	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	346440	346440	346440	346440	346440	343	36	36	36	36	36	36	2	2	Assembled	92	203742	4993656	"Salmonella enterica;97.83%"	60	894	5	SAL_ZC7006AA_AS
SAL_QB6872AA	PPA20-15-B	"SRR23126411;ILLUMINA;Paired;;SRX19077310;;;SRA"	SAL_QB6872AA	Animal Feed	ND/Others	Raw pet food	2021				South America	Chile												New York State GenomeTrakr		PRJNA183850	SRP028607	SAMN32799925	SRS16492270	20-01-2023	19-01-2023	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	346436	346436	346436	346436	307035	343	36	36	36	36	36	36	2	2	Assembled	86	194246	4982889	"Salmonella enterica;100.0%"	58	575	5	SAL_ZC7007AA_AS
SAL_QB6873AA	PPA20-08	"SRR23126412;ILLUMINA;Paired;;SRX19077309;;;SRA"	SAL_QB6873AA	Animal Feed	ND/Others	Raw pet food	2021				South America	Chile												New York State GenomeTrakr		PRJNA183850	SRP028607	SAMN32799924	SRS16492269	20-01-2023	19-01-2023	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	346439	346439	346439	346439	346433	343	36	36	36	36	36	36	2	2	Assembled	87	194189	4980826	"Salmonella enterica;100.0%"	61	468	5	SAL_ZC7008AA_AS
SAL_QB6874AA	PPA20-07	"SRR23126413;ILLUMINA;Paired;;SRX19077308;;;SRA"	SAL_QB6874AA	Animal Feed	ND/Others	Raw pet food	2021				South America	Chile												New York State GenomeTrakr		PRJNA183850	SRP028607	SAMN32799923	SRS16492268	20-01-2023	19-01-2023	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	346438	346438	346438	346438	47605	343	36	36	36	36	36	36	2	2	Assembled	86	204015	4906906	"Salmonella enterica;100.0%"	60	591	5	SAL_ZC7009AA_AS
SAL_QB6875AA	PPT20-45	"SRR23126414;ILLUMINA;Paired;;SRX19077307;;;SRA"	SAL_QB6875AA	Companion Animal	Canine	dog feces	2021				South America	Chile												New York State GenomeTrakr		PRJNA183850	SRP028607	SAMN32799938	SRS16492267	20-01-2023	19-01-2023	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	346437	346437	346437	346437	47605	343	36	36	36	36	36	36	2	2	Assembled	90	204015	4972761	"Salmonella enterica;97.88%"	61	517	5	SAL_ZC7010AA_AS
SAL_QB6876AA	PPT20-40	"SRR23126415;ILLUMINA;Paired;;SRX19077306;;;SRA"	SAL_QB6876AA	Companion Animal	Canine	dog feces	2021				South America	Chile												New York State GenomeTrakr		PRJNA183850	SRP028607	SAMN32799936	SRS16492266	20-01-2023	19-01-2023	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	346434	346434	346434	47605	47605	343	36	36	36	36	36	36	2	2	Assembled	87	245776	5028726	"Salmonella enterica;100.0%"	62	840	5	SAL_ZC7011AA_AS
SAL_QB6877AA	PPT20-40B	"SRR23126416;ILLUMINA;Paired;;SRX19077305;;;SRA"	SAL_QB6877AA	Companion Animal	Canine	dog feces	2021				South America	Chile												New York State GenomeTrakr		PRJNA183850	SRP028607	SAMN32799937	SRS16492265	20-01-2023	19-01-2023	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	346433	346433	346433	346433	346433	343	36	36	36	36	36	36	2	2	Assembled	80	204015	4980908	"Salmonella enterica;97.96%"	63	855	5	SAL_ZC7012AA_AS
SAL_QB6878AA	PPT20-34	"SRR23126417;ILLUMINA;Paired;;SRX19077304;;;SRA"	SAL_QB6878AA	Companion Animal	Canine	dog feces	2021				South America	Chile												New York State GenomeTrakr		PRJNA183850	SRP028607	SAMN32799935	SRS16492264	20-01-2023	19-01-2023	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	346432	346432	346432	346432	346432	343	36	36	36	36	36	36	2	2	Assembled	65	184345	4967882	"Salmonella enterica;95.92%"	68	673	5	SAL_ZC7013AA_AS
SAL_QB6879AA	PPT20-28	"SRR23126418;ILLUMINA;Paired;;SRX19077303;;;SRA"	SAL_QB6879AA	Companion Animal	Canine	dog feces	2021				South America	Chile												New York State GenomeTrakr		PRJNA183850	SRP028607	SAMN32799934	SRS16492263	20-01-2023	19-01-2023	Newport	C2-C3	e,h	1,2	Newport	8	e,h	1,2	31	7	Newport			2	2	15	14	15	20	12	346428	346428	302261	108080	108080	108080	938	938	401	401	401	44	2	2	Assembled	74	397753	4730889	"Salmonella enterica;100.0%"	45	1276	5	SAL_ZC7014AA_AS
SAL_QB6880AA	PPT20-25	"SRR23126419;ILLUMINA;Paired;;SRX19077302;;;SRA"	SAL_QB6880AA	Companion Animal	Canine	dog feces	2021				South America	Chile												New York State GenomeTrakr		PRJNA183850	SRP028607	SAMN32799933	SRS16492262	20-01-2023	19-01-2023	Enteritidis	D1	g,m	-	Enteritidis	9	g,m	-	11	4	Enteritidis			5	2	3	7	6	6	11	346431	346431	346431	346424	761	760	87	87	12	12	12	12	2	2	Assembled	180	491953	4740966	"Salmonella enterica;100.0%"	27	277	5	SAL_ZC7015AA_AS
SAL_QB6881AA	PPT20-13	"SRR23126420;ILLUMINA;Paired;;SRX19077301;;;SRA"	SAL_QB6881AA	Companion Animal	Canine	dog feces	2021				South America	Chile												New York State GenomeTrakr		PRJNA183850	SRP028607	SAMN32799932	SRS16492261	20-01-2023	19-01-2023	Agona	B	f,g,s	-	Agona	4	f,g,s	-	13	54	Agona			3	3	7	4	3	3	7	346429	346429	346429	346429	346429	419	29	29	28	28	28	28	28	2	Assembled	130	368390	4829112	"Salmonella enterica;93.1%"	42	485	5	SAL_ZC7016AA_AS
SAL_QB6882AA	PPAC20-11	"SRR23126421;ILLUMINA;Paired;;SRX19077300;;;SRA"	SAL_QB6882AA	Animal Feed	ND/Others	Raw pet food	2021				South America	Chile												New York State GenomeTrakr		PRJNA183850	SRP028607	SAMN32799931	SRS16492260	20-01-2023	19-01-2023	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	346430	346430	234164	234164	234164	343	36	36	36	36	36	36	2	2	Assembled	95	204015	4994263	"Salmonella enterica;97.87%"	63	566	5	SAL_ZC7017AA_AS
SAL_QB6883AA	PPA20-10-B	"SRR23126422;ILLUMINA;Paired;;SRX19077299;;;SRA"	SAL_QB6883AA	Animal Feed	ND/Others	raw pet food	2021				South America	Chile												New York State GenomeTrakr		PRJNA183850	SRP028607	SAMN32799922	SRS16492259	20-01-2023	19-01-2023	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	346427	346427	346427	346427	47605	343	36	36	36	36	36	36	2	2	Assembled	88	204015	4964587	"Salmonella enterica;97.92%"	61	513	5	SAL_ZC7018AA_AS
SAL_QB6884AA	PPT20-07	"SRR23126423;ILLUMINA;Paired;;SRX19077298;;;SRA"	SAL_QB6884AA	Companion Animal	Canine	dog feces	2021				South America	Chile												New York State GenomeTrakr		PRJNA183850	SRP028607	SAMN32799921	SRS16492258	20-01-2023	19-01-2023	Enteritidis	D1	g,m	-	Enteritidis	9	g,m	-	11	4	Enteritidis			5	2	3	7	6	6	11	346424	346424	346424	346424	761	760	87	87	12	12	12	12	2	2	Assembled	87	421616	4737415	"Salmonella enterica;100.0%"	27	386	5	SAL_ZC7019AA_AS
SAL_QB9421AA	N21/083-1	"SRR23357484;ILLUMINA;Paired;;SRX19298850;;;SRA"	SAL_QB9421AA	Poultry	Poultry	chicken crop	2021				South America	Chile												New York State GenomeTrakr		PRJNA183850	SRP028607	SAMN33182353	SRS16698952	08-02-2023	07-02-2023	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	348308	348308	348308	348308	47605	343	36	36	36	36	36	36	2	2	Assembled	80	184344	4977569	"Salmonella enterica;98.07%"	65	725	5	SAL_ZC9411AA_AS
SAL_QB9422AA	N21/067-1	"SRR23357485;ILLUMINA;Paired;;SRX19298849;;;SRA"	SAL_QB9422AA	Poultry	Poultry	chicken crop	2021				South America	Chile												New York State GenomeTrakr		PRJNA183850	SRP028607	SAMN33182352	SRS16698951	08-02-2023	07-02-2023	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	348310	348310	348310	348310	47605	343	36	36	36	36	36	36	2	2	Assembled	92	204015	5048044	"Salmonella enterica;81.04%"	74	1230	5	SAL_ZC9412AA_AS
SAL_QB9423AA	N21/063-1	"SRR23357486;ILLUMINA;Paired;;SRX19298848;;;SRA"	SAL_QB9423AA	Poultry	Poultry	chicken crop	2021				South America	Chile												New York State GenomeTrakr		PRJNA183850	SRP028607	SAMN33182351	SRS16698950	08-02-2023	07-02-2023	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	348307	348307	348307	47605	47605	343	36	36	36	36	36	36	2	2	Assembled	65	204015	4991837	"Salmonella enterica;100.0%"	66	1010	5	SAL_ZC9413AA_AS
SAL_QB9424AA	N21/050-9	"SRR23357487;ILLUMINA;Paired;;SRX19298847;;;SRA"	SAL_QB9424AA	Poultry	Poultry	chicken crop	2021				South America	Chile												New York State GenomeTrakr		PRJNA183850	SRP028607	SAMN33182350	SRS16698949	08-02-2023	07-02-2023	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	348304	348304	348304	348304	47605	343	36	36	36	36	36	36	2	2	Assembled	101	194413	4989567	"Salmonella enterica;94.12%"	64	418	5	SAL_ZC9414AA_AS
SAL_QB9425AA	N21/048-4	"SRR23357488;ILLUMINA;Paired;;SRX19298846;;;SRA"	SAL_QB9425AA	Environment	Soil/Dust	Boot swab	2021				South America	Chile												New York State GenomeTrakr		PRJNA183850	SRP028607	SAMN33182349	SRS16698948	08-02-2023	07-02-2023	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	348303	348303	348303	348303	47605	343	36	36	36	36	36	36	2	2	Assembled	87	204015	4990550	"Salmonella enterica;100.0%"	58	604	5	SAL_ZC9415AA_AS
SAL_QB9426AA	N21/042-4	"SRR23357489;ILLUMINA;Paired;;SRX19298845;;;SRA"	SAL_QB9426AA	Poultry	Poultry	poultry cecal content	2021				South America	Chile												New York State GenomeTrakr		PRJNA183850	SRP028607	SAMN33182348	SRS16698947	08-02-2023	07-02-2023	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	348305	348305	348305	348304	47605	343	36	36	36	36	36	36	2	2	Assembled	90	204008	4988985	"Salmonella enterica;95.84%"	61	863	5	SAL_ZC9416AA_AS
SAL_QB9427AA	N21/019-1	"SRR23357490;ILLUMINA;Paired;;SRX19298844;;;SRA"	SAL_QB9427AA	Poultry	Poultry	chicken crop	2021				South America	Chile												New York State GenomeTrakr		PRJNA183850	SRP028607	SAMN33182347	SRS16698946	08-02-2023	07-02-2023	Cerro	K	z4,z23	-	Cerro	18	z4,z23	-	1593	360	Cerro			222	105	46	123	225	115	115	348306	348306	348306	348306	348306	40	40	40	40	40	40	40	10	2	Assembled	93	219641	4784015	"Salmonella enterica;94.12%"	197	6307	5	SAL_ZC9417AA_AS
SAL_QB9428AA	N21/054A-10	"SRR23357491;ILLUMINA;Paired;;SRX19298843;;;SRA"	SAL_QB9428AA	Poultry	Poultry	chicken crop	2021				South America	Chile												New York State GenomeTrakr		PRJNA183850	SRP028607	SAMN33182364	SRS16698945	08-02-2023	07-02-2023	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	348302	348302	348302	47605	47605	343	36	36	36	36	36	36	2	2	Assembled	85	194222	5030099	"Salmonella enterica;96.0%"	63	1017	5	SAL_ZC9418AA_AS
SAL_QB9429AA	N21/018-2	"SRR23357492;ILLUMINA;Paired;;SRX19298842;;;SRA"	SAL_QB9429AA	Poultry	Poultry	chicken crop	2021				South America	Chile												New York State GenomeTrakr		PRJNA183850	SRP028607	SAMN33182346	SRS16698944	08-02-2023	07-02-2023	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	348297	348297	348297	348297	348293	343	36	36	36	36	36	36	2	2	Assembled	95	204015	4984940	"Salmonella enterica;100.0%"	60	894	5	SAL_ZC9419AA_AS
SAL_QB9430AA	N21/129-2	"SRR23357493;ILLUMINA;Paired;;SRX19298841;;;SRA"	SAL_QB9430AA	Poultry	Poultry	chicken crop	2021				South America	Chile												New York State GenomeTrakr		PRJNA183850	SRP028607	SAMN33182363	SRS16698943	08-02-2023	07-02-2023	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	348298	348298	348298	348298	348296	343	36	36	36	36	36	36	2	2	Assembled	67	223800	4984803	"Salmonella enterica;100.0%"	64	1029	5	SAL_ZC9420AA_AS
SAL_QB9431AA	N21/128-1	"SRR23357494;ILLUMINA;Paired;;SRX19298840;;;SRA"	SAL_QB9431AA	Poultry	Poultry	chicken crop	2021				South America	Chile												New York State GenomeTrakr		PRJNA183850	SRP028607	SAMN33182362	SRS16698942	08-02-2023	07-02-2023	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	348296	348296	348296	348296	348296	343	36	36	36	36	36	36	2	2	Assembled	65	245776	4983685	"Salmonella enterica;100.0%"	58	696	5	SAL_ZC9421AA_AS
SAL_QB9432AA	N21/127-1	"SRR23357495;ILLUMINA;Paired;;SRX19298839;;;SRA"	SAL_QB9432AA	Poultry	Poultry	chicken crop	2021				South America	Chile												New York State GenomeTrakr		PRJNA183850	SRP028607	SAMN33182361	SRS16698941	08-02-2023	07-02-2023	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	348301	348301	348301	348301	348296	343	36	36	36	36	36	36	2	2	Assembled	93	201836	4984829	"Salmonella enterica;95.84%"	62	766	5	SAL_ZC9422AA_AS
SAL_QB9433AA	N21/119-1	"SRR23357496;ILLUMINA;Paired;;SRX19298838;;;SRA"	SAL_QB9433AA	Poultry	Poultry	chicken crop	2021				South America	Chile												New York State GenomeTrakr		PRJNA183850	SRP028607	SAMN33182360	SRS16698940	08-02-2023	07-02-2023	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	348295	348295	348295	348293	348293	343	36	36	36	36	36	36	2	2	Assembled	72	206859	4983288	"Salmonella enterica;100.0%"	61	595	5	SAL_ZC9423AA_AS
SAL_QB9434AA	N21/109-5	"SRR23357497;ILLUMINA;Paired;;SRX19298837;;;SRA"	SAL_QB9434AA	Poultry	Poultry	chicken crop	2021				South America	Chile												New York State GenomeTrakr		PRJNA183850	SRP028607	SAMN33182359	SRS16698939	08-02-2023	07-02-2023	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	348300	348300	348300	348293	348293	343	36	36	36	36	36	36	2	2	Assembled	131	194246	4983858	"Salmonella enterica;100.0%"	64	460	5	SAL_ZC9424AA_AS
SAL_QB9435AA	N21/107-3	"SRR23357498;ILLUMINA;Paired;;SRX19298836;;;SRA"	SAL_QB9435AA	Poultry	Poultry	chicken crop	2021				South America	Chile												New York State GenomeTrakr		PRJNA183850	SRP028607	SAMN33182358	SRS16698938	08-02-2023	07-02-2023	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	348293	348293	348293	348293	348293	343	36	36	36	36	36	36	2	2	Assembled	81	194246	4982584	"Salmonella enterica;98.0%"	68	712	5	SAL_ZC9425AA_AS
SAL_QB9436AA	N21/101-6	"SRR23357499;ILLUMINA;Paired;;SRX19298835;;;SRA"	SAL_QB9436AA	Environment	Soil/Dust	Boot swab	2021				South America	Chile												New York State GenomeTrakr		PRJNA183850	SRP028607	SAMN33182357	SRS16698937	08-02-2023	07-02-2023	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	348294	348294	348294	348294	348294	343	36	36	36	36	36	36	2	2	Assembled	86	194413	5026809	"Salmonella enterica;97.87%"	64	572	5	SAL_ZC9426AA_AS
SAL_QB9437AA	N21/098-3	"SRR23357500;ILLUMINA;Paired;;SRX19298834;;;SRA"	SAL_QB9437AA	Environment	Soil/Dust	Boot swab	2021				South America	Chile												New York State GenomeTrakr		PRJNA183850	SRP028607	SAMN33182356	SRS16698936	08-02-2023	07-02-2023	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	348299	348299	348299	348299	47605	343	36	36	36	36	36	36	2	2	Assembled	100	204015	4956237	"Salmonella enterica;97.87%"	59	501	5	SAL_ZC9427AA_AS
SAL_QB9438AA	N21/096-2	"SRR23357501;ILLUMINA;Paired;;SRX19298833;;;SRA"	SAL_QB9438AA	Environment	Soil/Dust	Boot swab	2021				South America	Chile												New York State GenomeTrakr		PRJNA183850	SRP028607	SAMN33182355	SRS16698935	08-02-2023	07-02-2023	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	348292	348292	348292	140312	47605	343	36	36	36	36	36	36	2	2	Assembled	106	204015	4987572	"Salmonella enterica;97.83%"	60	525	5	SAL_ZC9428AA_AS
SAL_QB9439AA	N21/084-1	"SRR23357502;ILLUMINA;Paired;;SRX19298832;;;SRA"	SAL_QB9439AA	Poultry	Poultry	chicken crop	2021				South America	Chile												New York State GenomeTrakr		PRJNA183850	SRP028607	SAMN33182354	SRS16698934	08-02-2023	07-02-2023	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	348291	348291	348291	348291	47605	343	36	36	36	36	36	36	2	2	Assembled	85	204015	4991887	"Salmonella enterica;100.0%"	63	1089	5	SAL_ZC9429AA_AS
SAL_QB9440AA	N21/017-2	"SRR23357503;ILLUMINA;Paired;;SRX19298831;;;SRA"	SAL_QB9440AA	Poultry	Poultry	chicken crop	2021				South America	Chile												New York State GenomeTrakr		PRJNA183850	SRP028607	SAMN33182345	SRS16698933	08-02-2023	07-02-2023	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	348290	348290	348290	348290	47605	343	36	36	36	36	36	36	2	2	Assembled	121	184345	4984171	"Salmonella enterica;97.96%"	67	499	5	SAL_ZC9430AA_AS
SAL_QB9441AA	PPT20-46-B	"SRR23357504;ILLUMINA;Paired;;SRX19298830;;;SRA"	SAL_QB9441AA	Companion Animal	Canine	dog feces	2021				South America	Chile												New York State GenomeTrakr		PRJNA183850	SRP028607	SAMN33182344	SRS16698932	08-02-2023	07-02-2023	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	348289	348289	348289	346437	47605	343	36	36	36	36	36	36	2	2	Assembled	95	194413	4973143	"Salmonella enterica;97.88%"	63	920	5	SAL_ZC9431AA_AS
SAL_QB9968AA	A21/168-5	"SRR23476221;ILLUMINA;Paired;;SRX19379238;;;SRA"	SAL_QB9968AA	Environment	Soil/Dust	Boot swab	2021				South America	Chile												New York State GenomeTrakr		PRJNA183850	SRP028607	SAMN33312958	SRS16775414	16-02-2023	15-02-2023	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	349003	349003	349003	349003	349003	343	36	36	36	36	36	36	2	2	Assembled	100	184344	4995917	"Salmonella enterica;97.92%"	69	697	5	SAL_AD0095AA_AS
SAL_QB9969AA	A21/167-3A	"SRR23476222;ILLUMINA;Paired;;SRX19379237;;;SRA"	SAL_QB9969AA	Environment	Soil/Dust	Boot swab	2021				South America	Chile												New York State GenomeTrakr		PRJNA183850	SRP028607	SAMN33312957	SRS16775413	16-02-2023	15-02-2023	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	348997	348997	348997	348997	348997	343	36	36	36	36	36	36	2	2	Assembled	98	204015	4975919	"Salmonella enterica;97.73%"	57	603	5	SAL_AD0096AA_AS
SAL_QB9970AA	A21/164-3	"SRR23476223;ILLUMINA;Paired;;SRX19379236;;;SRA"	SAL_QB9970AA	Environment	Soil/Dust	Boot swab	2021				South America	Chile												New York State GenomeTrakr		PRJNA183850	SRP028607	SAMN33312956	SRS16775412	16-02-2023	15-02-2023	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	349001	349001	349001	349001	47605	343	36	36	36	36	36	36	2	2	Assembled	96	204015	4992138	"Salmonella enterica;100.0%"	65	877	5	SAL_AD0097AA_AS
SAL_QB9971AA	A21/163-6	"SRR23476224;ILLUMINA;Paired;;SRX19379235;;;SRA"	SAL_QB9971AA	Environment	Soil/Dust	Boot swab	2021				South America	Chile												New York State GenomeTrakr		PRJNA183850	SRP028607	SAMN33312955	SRS16775411	16-02-2023	15-02-2023	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	348995	323888	323888	323888	47605	343	36	36	36	36	36	36	2	2	Assembled	95	204015	4994283	"Salmonella enterica;95.84%"	67	911	5	SAL_AD0098AA_AS
SAL_QB9972AA	A21/162-7	"SRR23476225;ILLUMINA;Paired;;SRX19379234;;;SRA"	SAL_QB9972AA	Environment	Soil/Dust	Boot swab	2021				South America	Chile												New York State GenomeTrakr		PRJNA183850	SRP028607	SAMN33312954	SRS16775410	16-02-2023	15-02-2023	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	348996	348996	323888	323888	47605	343	36	36	36	36	36	36	2	2	Assembled	86	204015	4993653	"Salmonella enterica;100.0%"	64	743	5	SAL_AD0099AA_AS
SAL_QB9973AA	A21/160-8	"SRR23476226;ILLUMINA;Paired;;SRX19379233;;;SRA"	SAL_QB9973AA	Environment	Soil/Dust	Boot swab	2021				South America	Chile												New York State GenomeTrakr		PRJNA183850	SRP028607	SAMN33312953	SRS16775409	16-02-2023	15-02-2023	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	348991	348991	348991	348991	47605	343	36	36	36	36	36	36	2	2	Assembled	106	204016	4992395	"Salmonella enterica;97.83%"	60	628	5	SAL_AD0100AA_AS
SAL_QB9974AA	A21/158-7	"SRR23476227;ILLUMINA;Paired;;SRX19379232;;;SRA"	SAL_QB9974AA	Environment	Soil/Dust	Boot swab	2021				South America	Chile												New York State GenomeTrakr		PRJNA183850	SRP028607	SAMN33312952	SRS16775408	16-02-2023	15-02-2023	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	348994	348994	348994	348994	47605	343	36	36	36	36	36	36	2	2	Assembled	81	194413	4993762	"Salmonella enterica;100.0%"	65	948	5	SAL_AD0101AA_AS
SAL_QB9975AA	A21/157-8	"SRR23476228;ILLUMINA;Paired;;SRX19379231;;;SRA"	SAL_QB9975AA	Environment	Soil/Dust	Boot swab	2021				South America	Chile												New York State GenomeTrakr		PRJNA183850	SRP028607	SAMN33312951	SRS16775407	16-02-2023	15-02-2023	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	348992	348992	348992	47605	47605	343	36	36	36	36	36	36	2	2	Assembled	81	194246	4993666	"Salmonella enterica;100.0%"	63	891	5	SAL_AD0102AA_AS
SAL_QB9976AA	A21/215-1	"SRR23476229;ILLUMINA;Paired;;SRX19379230;;;SRA"	SAL_QB9976AA	Environment	Soil/Dust	Boot swab	2021				South America	Chile												New York State GenomeTrakr		PRJNA183850	SRP028607	SAMN33312965	SRS16775406	16-02-2023	15-02-2023	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	348990	348990	348990	216661	47605	343	36	36	36	36	36	36	2	2	Assembled	97	194246	4993285	"Salmonella enterica;95.91%"	69	1103	5	SAL_AD0103AA_AS
SAL_QB9977AA	A21/214-1	"SRR23476230;ILLUMINA;Paired;;SRX19379229;;;SRA"	SAL_QB9977AA	Environment	Soil/Dust	Boot swab	2021				South America	Chile												New York State GenomeTrakr		PRJNA183850	SRP028607	SAMN33312964	SRS16775405	16-02-2023	15-02-2023	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	348989	348989	348989	348989	47605	343	36	36	36	36	36	36	2	2	Assembled	91	204016	4984773	"Salmonella enterica;100.0%"	58	658	5	SAL_AD0104AA_AS
